año;organismo;programa;economica;sp;descripcion;presupuesto;liquidacion
2023;1;21100;;;Pensiones;0;0
2024;1;21100;;;Pensiones;0;0
2010;1;22100;;;Otras prestaciones económicas a favor de empleados;0;0
2011;1;22100;;;Otras prestaciones económicas a favor de empleados;0;0
2012;1;22100;;;Otras prestaciones económicas a favor de empleados;0;0
2013;1;22100;;;Otras prestaciones económicas a favor de empleados;0;0
2014;1;22100;;;Otras prestaciones económicas a favor de empleados;0;0
2015;1;22100;;;Otras prestaciones económicas a favor de empleados;10200;10190.49
2016;1;22100;;;Otras prestaciones económicas a favor de empleados;10200;17129.4
2017;1;22100;;;Otras prestaciones económicas a favor de empleados;10200;12538.5
2018;1;22100;;;Otras prestaciones económicas a favor de empleados;12600;10699.11
2019;1;22100;;;Otras prestaciones económicas a favor de empleados;12600;12598.64
2020;1;22100;;;Otras prestaciones económicas a favor de empleados;12600;11979.62
2021;1;22100;;;Otras prestaciones económicas a favor de empleados;12600;0
2022;1;22100;;;Otras prestaciones económicas a favor de empleados;25200;25199.47
2023;1;22100;;;Otras prestaciones económicas a favor de empleados;12400;12600
2024;1;22100;;;Otras prestaciones económicas a favor de empleados;14000;13900
2010;1;23000;;;Administración General de servicios sociales;439045.39;406066.54
2011;1;23000;;;Administración General de servicios sociales;378982.06;370317.25
2012;1;23000;;;Administración General de servicios sociales;346783.21;305808.14
2013;1;23000;;;Administración General de servicios sociales;397687.77;320694.24
2014;1;23000;;;Administración General de servicios sociales;402399.48;322175.67
2015;1;23000;;;Administración General de servicios sociales;0;0
2016;1;23000;;;Administración General de servicios sociales;0;0
2017;1;23000;;;Administración General de servicios sociales;0;0
2018;1;23000;;;Administración General de servicios sociales;0;0
2019;1;23000;;;Administración General de servicios sociales;0;0
2020;1;23000;;;Administración General de servicios sociales;0;0
2021;1;23000;;;Administración General de servicios sociales;0;0
2022;1;23000;;;Administración General de servicios sociales;0;0
2023;1;23000;;;Administración General de servicios sociales;0;0
2024;1;23000;;;Administración General de servicios sociales;0;0
2010;1;23100;;;Acción social;14000;5213
2011;1;23100;;;Acción social;14000;6018.52
2012;1;23100;;;Acción social;5500;2154.66
2013;1;23100;;;Acción social;5300;1934.67
2014;1;23100;;;Acción social;5000;3194.33
2015;1;23100;;;Acción social;79947.31;34836.95
2016;1;23100;;;Acción social;85900;36608.04
2017;1;23100;;;Acción social;84100;39749.97
2018;1;23100;;;Acción social;55150;40103.17
2019;1;23100;;;Acción social;60350;25450.41
2020;1;23100;;;Acción social;71500;49952.45
2021;1;23100;;;Acción social;55000;48486.27
2022;1;23100;;;Acción social;66400;51119.72
2023;1;23100;;;Acción social;59200;70781.33
2024;1;23100;;;Acción social;31500;35266.71
2010;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2011;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2012;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2013;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2014;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2015;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;6036.29
2016;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2017;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2018;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2019;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2020;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2021;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2022;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2023;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2024;1;23101;;1;Asistencia social primaria: APOYO PSIC. UNIDAD CONVIV.2014-2015;0;0
2010;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2011;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2012;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2013;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2014;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2015;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;6170.07
2016;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;8203.08
2017;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2018;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2019;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2020;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2021;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2022;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2023;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2024;1;23102;;1;Asistencia social primaria.: PRISS JUNTA. Personas situac.Vulnera;0;0
2010;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2011;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2012;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2013;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2014;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2015;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;1345.97
2016;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;8313.56
2017;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2018;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2019;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2020;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;3973.15;0
2021;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2022;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2023;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2024;1;23103;;1;Asistencia social primaria.:APOYO PSICO. UNIDAD CONVIVENCIAL;0;0
2010;1;23104;;1;Asistencia social primaria: ¿?;0;0
2011;1;23104;;1;Asistencia social primaria: ¿?;0;0
2012;1;23104;;1;Asistencia social primaria: ¿?;0;0
2013;1;23104;;1;Asistencia social primaria: ¿?;0;0
2014;1;23104;;1;Asistencia social primaria: ¿?;0;0
2015;1;23104;;1;Asistencia social primaria: ¿?;0;0
2016;1;23104;;1;Asistencia social primaria: ¿?;0;2691.94
2017;1;23104;;1;Asistencia social primaria: ¿?;3973.15;6967.59
2018;1;23104;;1;Asistencia social primaria: ¿?;3973.15;0
2019;1;23104;;1;Asistencia social primaria: ¿?;3973.15;0
2020;1;23104;;1;Asistencia social primaria: ¿?;0;0
2021;1;23104;;1;Asistencia social primaria: ¿?;0;0
2022;1;23104;;1;Asistencia social primaria: ¿?;0;0
2023;1;23104;;1;Asistencia social primaria: ¿?;0;0
2024;1;23104;;1;Asistencia social primaria: ¿?;0;0
2010;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;0;0
2011;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;0;0
2012;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;0;0
2013;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;0;0
2014;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;0;0
2015;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;123483.96;127343.5
2016;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;125765.76;127415.15
2017;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;126155.54;128071.29
2018;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;126255.54;141364.38
2019;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;160767.09;157513.43
2020;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;200940.37;180491.24
2021;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;203351.76;180675.11
2022;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;176411.72;176321.87
2023;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;182172.68;176773.23
2024;1;23110;;1;Asistencia social primaria: CENTRO DE LA MUJER.;180875.99;173244.33
2010;1;23111;;1;Asistencia social primaria: ;0;0
2011;1;23111;;1;Asistencia social primaria: ;0;0
2012;1;23111;;1;Asistencia social primaria: ;0;0
2013;1;23111;;1;Asistencia social primaria: ;0;0
2014;1;23111;;1;Asistencia social primaria: ;0;0
2015;1;23111;;1;Asistencia social primaria: ;0;0
2016;1;23111;;1;Asistencia social primaria: ;0;0
2017;1;23111;;1;Asistencia social primaria: ;0;0
2018;1;23111;;1;Asistencia social primaria: ;0;0
2019;1;23111;;1;Asistencia social primaria: ;0;0
2020;1;23111;;1;Asistencia social primaria: ;0;1775
2021;1;23111;;1;Asistencia social primaria: ;0;19197.39
2022;1;23111;;1;Asistencia social primaria: ;0;68338.75
2023;1;23111;;1;Asistencia social primaria: ;2900;51404.26
2024;1;23111;;1;Asistencia social primaria: ;2900;2761.05
2010;1;23112;;1;¿?;0;0
2011;1;23112;;1;¿?;0;0
2012;1;23112;;1;¿?;0;0
2013;1;23112;;1;¿?;0;0
2014;1;23112;;1;¿?;0;0
2015;1;23112;;1;¿?;0;0
2016;1;23112;;1;¿?;0;0
2017;1;23112;;1;¿?;0;0
2018;1;23112;;1;¿?;0;0
2019;1;23112;;1;¿?;0;0
2020;1;23112;;1;¿?;0;0
2021;1;23112;;1;¿?;0;4160.06
2022;1;23112;;1;¿?;0;14204.11
2023;1;23112;;1;¿?;0;7290.59
2024;1;23112;;1;¿?;0;0
2010;1;23113;;1;¿?;0;0
2011;1;23113;;1;¿?;0;0
2012;1;23113;;1;¿?;0;0
2013;1;23113;;1;¿?;0;0
2014;1;23113;;1;¿?;0;0
2015;1;23113;;1;¿?;0;0
2016;1;23113;;1;¿?;0;0
2017;1;23113;;1;¿?;0;0
2018;1;23113;;1;¿?;0;0
2019;1;23113;;1;¿?;0;0
2020;1;23113;;1;¿?;0;0
2021;1;23113;;1;¿?;0;0
2022;1;23113;;1;¿?;0;2880
2023;1;23113;;1;¿?;0;4200
2024;1;23113;;1;¿?;0;0
2010;1;23114;;1;¿?;0;0
2011;1;23114;;1;¿?;0;0
2012;1;23114;;1;¿?;0;0
2013;1;23114;;1;¿?;0;0
2014;1;23114;;1;¿?;0;0
2015;1;23114;;1;¿?;0;0
2016;1;23114;;1;¿?;0;0
2017;1;23114;;1;¿?;0;0
2018;1;23114;;1;¿?;0;0
2019;1;23114;;1;¿?;0;0
2020;1;23114;;1;¿?;0;0
2021;1;23114;;1;¿?;0;0
2022;1;23114;;1;¿?;0;0
2023;1;23114;;1;¿?;600;3592.2
2024;1;23114;;1;¿?;600;0
2010;1;23115;;1;¿?;0;0
2011;1;23115;;1;¿?;0;0
2012;1;23115;;1;¿?;0;0
2013;1;23115;;1;¿?;0;0
2014;1;23115;;1;¿?;0;0
2015;1;23115;;1;¿?;0;0
2016;1;23115;;1;¿?;0;0
2017;1;23115;;1;¿?;0;0
2018;1;23115;;1;¿?;0;0
2019;1;23115;;1;¿?;0;0
2020;1;23115;;1;¿?;0;0
2021;1;23115;;1;¿?;0;0
2022;1;23115;;1;¿?;0;0
2023;1;23115;;1;¿?;0;14662.74
2024;1;23115;;1;¿?;0;47448.51
2010;1;23113;;1;¿?;0;0
2011;1;23113;;1;¿?;0;0
2012;1;23113;;1;¿?;0;0
2013;1;23113;;1;¿?;0;0
2014;1;23113;;1;¿?;0;0
2015;1;23113;;1;¿?;0;0
2016;1;23113;;1;¿?;0;0
2017;1;23113;;1;¿?;0;0
2018;1;23113;;1;¿?;0;0
2019;1;23113;;1;¿?;0;0
2020;1;23113;;1;¿?;0;0
2021;1;23113;;1;¿?;0;0
2022;1;23113;;1;¿?;0;0
2023;1;23113;;1;¿?;0;5003.75
2024;1;23113;;1;¿?;0;11667.87
2010;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;0;0
2011;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;0;0
2012;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;0;0
2013;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;0;0
2014;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;0;0
2015;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;393101.47;352610.55
2016;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;357275.97;345478.14
2017;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;371703.27;354007.7
2018;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;372271.9;379479.17
2019;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;401948.77;339086.21
2020;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;398890.55;361768.79
2021;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;434263.3;324865.37
2022;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;425863.22;348990.22
2023;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;407454.61;401190.18
2024;1;23120;;;Asistencia social primaria: CENTRO OCUPACIONAL.;410630.47;429857.32
2010;1;23121;;;Asistencia social primaria: C;0;0
2011;1;23121;;;Asistencia social primaria: C;0;0
2012;1;23121;;;Asistencia social primaria: C;0;0
2013;1;23121;;;Asistencia social primaria: C;0;0
2014;1;23121;;;Asistencia social primaria: C;0;0
2015;1;23121;;;Asistencia social primaria: C;0;0
2016;1;23121;;;Asistencia social primaria: C;0;0
2017;1;23121;;;Asistencia social primaria: C;0;0
2018;1;23121;;;Asistencia social primaria: C;0;0
2019;1;23121;;;Asistencia social primaria: C;0;0
2020;1;23121;;;Asistencia social primaria: C;0;7669.45
2021;1;23121;;;Asistencia social primaria: C;0;0
2022;1;23121;;;Asistencia social primaria: C;0;0
2023;1;23121;;;Asistencia social primaria: C;0;0
2024;1;23121;;;Asistencia social primaria: C;0;0
2010;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;0;0
2011;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;0;0
2012;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;0;0
2013;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;0;0
2014;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;0;0
2015;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;219389.8;227616.45
2016;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;237501.32;236256.26
2017;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;238300.2;229991.5
2018;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;245196.82;242064.84
2019;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;240725.61;209036.02
2020;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;247708.61;207912.27
2021;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;247583.58;199206.76
2022;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;274816.75;224911.35
2023;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;280057.02;269801.57
2024;1;23130;;;Asistencia social primaria: CENTRO DE DIA Y AULA MAYO. DE 50 AÑ;287821.79;296180.11
2010;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;0;0
2011;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;0;0
2012;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;0;0
2013;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;0;0
2014;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;0;0
2015;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;96201.63;99027.91
2016;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;105689.47;101155.9
2017;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;104262.84;101449.28
2018;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;103662.84;113742.83
2019;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;121571.24;114964.89
2020;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;123975.15;133518.65
2021;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;124724.39;133217.24
2022;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;138064.1;134756.38
2023;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;140455.55;144112.24
2024;1;23140;;;Asistencia social primaria: VIVIENDA TUTELADA.;136098.48;141635.88
2010;1;23141;;;Asistencia social primaria: V.;0;0
2011;1;23141;;;Asistencia social primaria: V.;0;0
2012;1;23141;;;Asistencia social primaria: V.;0;0
2013;1;23141;;;Asistencia social primaria: V.;0;0
2014;1;23141;;;Asistencia social primaria: V.;0;0
2015;1;23141;;;Asistencia social primaria: V.;0;0
2016;1;23141;;;Asistencia social primaria: V.;0;0
2017;1;23141;;;Asistencia social primaria: V.;0;0
2018;1;23141;;;Asistencia social primaria: V.;0;0
2019;1;23141;;;Asistencia social primaria: V.;0;0
2020;1;23141;;;Asistencia social primaria: V.;0;5559.04
2021;1;23141;;;Asistencia social primaria: V.;0;916.6
2022;1;23141;;;Asistencia social primaria: V.;0;0
2023;1;23141;;;Asistencia social primaria: V.;0;0
2024;1;23141;;;Asistencia social primaria: V.;0;0
2010;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;0;0
2011;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;0;0
2012;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;0;0
2013;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;0;0
2014;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;0;0
2015;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;274297.5;208329.9
2016;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;254297.5;266599.8
2017;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;264715.2;346625.21
2018;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;264715.2;327384.5
2019;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;363697.05;348893.6
2020;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;395657.66;417915.45
2021;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;396447.02;417582.01
2022;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;454850.21;491729.79
2023;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;460068;535302.99
2024;1;23150;;;Asistencia social primaria: SERVICIO AYUDA A DOMICILIO.;553608;551638.62
2010;;23151;;;Asistencia social primaria: SE ;0;0
2011;;23151;;;Asistencia social primaria: SE ;0;0
2012;;23151;;;Asistencia social primaria: SE ;0;0
2013;;23151;;;Asistencia social primaria: SE ;0;0
2014;;23151;;;Asistencia social primaria: SE ;0;0
2015;;23151;;;Asistencia social primaria: SE ;0;0
2016;;23151;;;Asistencia social primaria: SE ;0;0
2017;;23151;;;Asistencia social primaria: SE ;0;0
2018;;23151;;;Asistencia social primaria: SE ;0;0
2019;;23151;;;Asistencia social primaria: SE ;0;0
2020;;23151;;;Asistencia social primaria: SE ;0;4068.21
2021;;23151;;;Asistencia social primaria: SE ;0;0
2022;;23151;;;Asistencia social primaria: SE ;0;0
2023;;23151;;;Asistencia social primaria: SE ;0;0
2024;;23151;;;Asistencia social primaria: SE ;0;0
2010;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;0;0
2011;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;0;0
2012;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;0;0
2013;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;0;0
2014;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;0;0
2015;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;303139.26;285467.72
2016;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;310683.97;287429.98
2017;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;301846.84;286360.83
2018;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;314614.8;289148.82
2019;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;318012.62;271410.44
2020;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;335502.65;356344.19
2021;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;340752.08;284338.37
2022;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;325481.21;342217.75
2023;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;350294.53;353714.57
2024;1;23160;;;Asistencia social primaria: CENTRO SOCIAL.;380313.16;359978.09
2010;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2011;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2012;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2013;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2014;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2015;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2016;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;0
2017;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;0;5338.89
2018;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;14011.06;17772.6
2019;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;25170.34;23895.03
2020;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;26850.72;25914.64
2021;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;26933.92;63155.79
2022;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;28439.37;27282.18
2023;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;58970.85;52933.09
2024;1;23161;;;Asistencia social primaria..-CENTRO SOCIA;61142.17;41450.89
2010;1;23162;;;¿?;0;0
2011;1;23162;;;¿?;0;0
2012;1;23162;;;¿?;0;0
2013;1;23162;;;¿?;0;0
2014;1;23162;;;¿?;0;0
2015;1;23162;;;¿?;0;0
2016;1;23162;;;¿?;0;0
2017;1;23162;;;¿?;0;0
2018;1;23162;;;¿?;0;0
2019;1;23162;;;¿?;0;0
2020;1;23162;;;¿?;0;0
2021;1;23162;;;¿?;0;0
2022;1;23162;;;¿?;0;5760
2023;1;23162;;;¿?;0;5898
2024;1;23162;;;¿?;0;5568
2010;1;23163;;;¿?;0;0
2011;1;23163;;;¿?;0;0
2012;1;23163;;;¿?;0;0
2013;1;23163;;;¿?;0;0
2014;1;23163;;;¿?;0;0
2015;1;23163;;;¿?;0;0
2016;1;23163;;;¿?;0;0
2017;1;23163;;;¿?;0;0
2018;1;23163;;;¿?;0;0
2019;1;23163;;;¿?;0;0
2020;1;23163;;;¿?;0;0
2021;1;23163;;;¿?;0;0
2022;1;23163;;;¿?;0;5760
2023;1;23163;;;¿?;0;5898
2024;1;23163;;;¿?;0;8090.3
2010;1;23210;;;Promoción social: Centro Mujer;138925.54;149724.33
2011;1;23210;;;Promoción social: Centro Mujer;145104.29;162682.43
2012;1;23210;;;Promoción social: Centro Mujer;124044.63;116141.15
2013;1;23210;;;Promoción social: Centro Mujer;122849.84;121897.54
2014;1;23210;;;Promoción social: Centro Mujer;122299.84;118961.11
2015;1;23210;;;Promoción social: Centro Mujer;0;0
2016;1;23210;;;Promoción social: Centro Mujer;0;0
2017;1;23210;;;Promoción social: Centro Mujer;0;0
2018;1;23210;;;Promoción social: Centro Mujer;0;0
2019;1;23210;;;Promoción social: Centro Mujer;0;0
2020;1;23210;;;Promoción social: Centro Mujer;0;0
2021;1;23210;;;Promoción social: Centro Mujer;0;0
2022;1;23210;;;Promoción social: Centro Mujer;0;0
2023;1;23210;;;Promoción social: Centro Mujer;0;0
2024;1;23210;;;Promoción social: Centro Mujer;0;0
2010;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2011;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2012;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2013;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;1757.83
2014;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2015;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2016;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2017;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2018;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2019;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2020;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2021;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2022;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2023;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2024;1;23211;;;Promoción social: Proyecto atención a familia y a infancia;0;0
2010;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);908.3;6339.35
2011;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);908.3;5076.97
2012;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);908.3;5948.39
2013;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2014;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2015;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2016;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2017;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2018;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2019;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2020;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
2021;1;23220;;;Promoción social: Ayuda integración inmigrantes (Dip.);0;0
